id,car_name,yr_mfr,fuel_type,kms_run,sale_price,body_type,transmission,make,model,total_owners,orginal_price,reserved,warranty_avail,paint,damage,no_of_service,bs
5865,maruti alto 800,2018,petrol,58283,268786,hatchback,manual,maruti,alto 800,1,269286,FALSE,FALSE,Yes,Yes,4,3
5866,hyundai xcent,2016,petrol,81843,447551,sedan,manual,hyundai,xcent,1,447651,FALSE,FALSE,No,Yes,0,1
5867,maruti alto k10,2012,petrol & cng,110924,188845,hatchback,manual,maruti,alto k10,2,190340,FALSE,FALSE,Yes,No,0,3
5868,hyundai elite i20,2014,petrol,100810,478168,hatchback,manual,hyundai,elite i20,1,584200,FALSE,FALSE,No,No,1,4
5869,maruti swift,2015,petrol & cng,101891,457910,hatchback,manual,maruti,swift,1,548941,FALSE,FALSE,No,No,0,4
5870,maruti vitara brezza,2018,diesel,47471,777496,suv,manual,maruti,vitara brezza,1,801815,FALSE,FALSE,No,Yes,4,2
5871,maruti ertiga,2014,diesel,104044,493984,suv,manual,maruti,ertiga,2,627142,FALSE,FALSE,Yes,No,2,5
5872,maruti eeco,2017,petrol & cng,91894,449145,suv,manual,maruti,eeco,1,,FALSE,FALSE,No,Yes,5,1
5873,maruti swift dzire,2012,petrol & cng,100958,362303,sedan,manual,maruti,swift dzire,3,397684,FALSE,FALSE,Yes,Yes,4,2
5874,maruti baleno,2018,diesel,67412,572099,hatchback,manual,maruti,baleno,1,674321,FALSE,FALSE,No,Yes,3,2
5875,hyundai elite i20,2017,diesel,68730,573577,hatchback,manual,hyundai,elite i20,2,669551,FALSE,FALSE,No,Yes,4,2
5876,maruti s cross,2019,diesel,53410,831826,suv,,maruti,s cross,1,990282,FALSE,FALSE,No,Yes,3,5
5877,ford ecosport,2016,diesel,102479,574475,suv,,ford,ecosport,1,697486,FALSE,FALSE,Yes,Yes,3,5
5878,maruti swift,2017,diesel,73784,523221,hatchback,manual,maruti,swift,2,,FALSE,FALSE,Yes,Yes,5,3
5879,hyundai i10,2012,petrol,129097,245614,hatchback,manual,hyundai,i10,1,309623,FALSE,FALSE,No,No,1,1
5880,maruti swift dzire,2014,petrol,101452,420452,sedan,manual,maruti,swift dzire,1,513314,FALSE,FALSE,Yes,No,1,3
5881,chevrolet spark,2010,petrol & cng,93017,98383,hatchback,manual,chevrolet,spark,3,122725,FALSE,FALSE,No,No,1,4
5882,maruti alto 800,2013,petrol & cng,70840,245958,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,Yes,No,4,5
5883,maruti dzire,2018,petrol,63508,599149,sedan,manual,maruti,dzire,1,755789,FALSE,FALSE,No,Yes,5,3
5884,maruti ciaz,2018,petrol,62382,652130,sedan,manual,maruti,ciaz,1,798905,FALSE,FALSE,Yes,Yes,4,3
5885,maruti swift,2016,petrol,100957,469811,hatchback,manual,maruti,swift,1,562352,FALSE,FALSE,No,Yes,0,3
5886,hyundai elite i20,2014,petrol & cng,96002,446864,hatchback,manual,hyundai,elite i20,1,518296,FALSE,FALSE,Yes,Yes,0,3
5887,mahindra scorpio,2018,diesel,60233,1348953,suv,manual,mahindra,scorpio,2,1408572,FALSE,FALSE,No,No,3,3
5888,maruti ertiga,2017,diesel,83551,682010,suv,manual,maruti,ertiga,2,866761,FALSE,FALSE,No,Yes,1,3
5889,maruti alto 800,2017,petrol & cng,92389,274390,hatchback,manual,maruti,alto 800,1,274490,FALSE,FALSE,No,No,2,1
5890,volkswagen polo,2014,petrol,128569,358421,hatchback,manual,volkswagen,polo,1,426189,FALSE,FALSE,Yes,Yes,0,4
5891,maruti vitara brezza,2019,diesel,39833,744479,suv,manual,maruti,vitara brezza,1,,FALSE,FALSE,Yes,No,0,4
5892,honda br-v,2016,diesel,95116,581902,suv,manual,honda,br-v,1,688695,FALSE,FALSE,Yes,Yes,5,2
5893,maruti swift,2018,diesel,71674,621918,hatchback,automatic,maruti,swift,1,725828,FALSE,FALSE,No,Yes,5,4
5894,mg hector,2019,diesel,9865,1779694,,,mg,hector,1,1877328,FALSE,FALSE,No,No,2,5
5895,honda amaze,2015,petrol,100181,404061,sedan,manual,honda,amaze,1,510043,FALSE,FALSE,No,No,4,5
5896,maruti celerio,2014,petrol,102682,276499,hatchback,manual,maruti,celerio,1,,FALSE,FALSE,Yes,No,0,5
5897,maruti dzire,2018,diesel,80177,525824,sedan,manual,maruti,dzire,2,681347,FALSE,FALSE,Yes,Yes,4,1
5898,maruti alto 800,2014,petrol,80257,202774,hatchback,manual,maruti,alto 800,1,235218,FALSE,FALSE,No,No,1,1
5899,maruti eeco,2018,petrol & cng,111610,363187,suv,manual,maruti,eeco,1,459968,FALSE,FALSE,Yes,Yes,3,5
5900,maruti wagon r 1.0,2012,petrol,114885,205833,hatchback,manual,maruti,wagon r 1.0,1,264036,FALSE,FALSE,Yes,No,1,1
5901,hyundai eon,2013,petrol,89964,218294,hatchback,manual,hyundai,eon,1,235557,FALSE,FALSE,No,Yes,3,1
5902,maruti s cross,2017,diesel,105404,675061,suv,manual,maruti,s cross,1,828755,FALSE,FALSE,No,No,2,5
5903,maruti swift dzire,2015,diesel,73669,505875,sedan,manual,maruti,swift dzire,1,556020,FALSE,FALSE,Yes,Yes,3,5
5904,toyota corolla,2008,petrol & cng,128195,92149,sedan,manual,toyota,corolla,4,124480,TRUE,FALSE,Yes,Yes,3,4
5905,maruti baleno,2017,petrol,100616,409823,hatchback,manual,maruti,baleno,1,501036,FALSE,FALSE,No,Yes,0,1
5906,hyundai elite i20,2016,diesel,77614,423999,hatchback,manual,hyundai,elite i20,3,520800,FALSE,FALSE,Yes,No,1,4
5907,mahindra xuv500,2017,diesel,94599,988283,luxury suv,,mahindra,xuv500,1,1191156,FALSE,FALSE,No,Yes,4,4
5908,maruti swift dzire,2012,petrol,116551,354846,sedan,manual,maruti,swift dzire,1,426902,FALSE,FALSE,Yes,No,5,4
5909,maruti vitara brezza,2019,diesel,56894,830211,suv,manual,maruti,vitara brezza,1,1025291,FALSE,FALSE,No,No,2,5
5910,hyundai eon,2016,petrol,63315,267816,hatchback,manual,hyundai,eon,1,305725,FALSE,FALSE,No,Yes,0,2
5911,maruti vitara brezza,2017,diesel,104876,637979,suv,manual,maruti,vitara brezza,1,815204,FALSE,FALSE,Yes,Yes,5,3
5912,maruti swift,2014,diesel,103671,389853,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,Yes,5,3
5913,maruti alto 800,2019,petrol,61704,332953,hatchback,manual,maruti,alto 800,1,337680,FALSE,FALSE,No,No,0,5
5914,maruti wagon r 1.0,2012,petrol & cng,165007,231164,hatchback,manual,maruti,wagon r 1.0,1,292195,FALSE,FALSE,Yes,No,2,2
5915,audi q3,2015,diesel,87155,1517034,luxury suv,automatic,audi,q3,1,1817790,FALSE,FALSE,Yes,Yes,4,2
5916,maruti swift,2014,diesel,180339,386782,hatchback,manual,maruti,swift,2,476212,FALSE,FALSE,No,Yes,2,5
5917,hyundai verna,2012,petrol & cng,121173,414118,sedan,manual,hyundai,verna,3,490686,FALSE,FALSE,No,No,3,2
5918,hyundai elite i20,2014,diesel,111175,444356,hatchback,manual,hyundai,elite i20,1,549537,FALSE,FALSE,Yes,Yes,2,5
5919,hyundai grand i10,2015,petrol,128431,372889,hatchback,manual,hyundai,grand i10,1,413190,FALSE,FALSE,Yes,Yes,5,3
5920,maruti swift,2013,petrol,122659,354003,hatchback,manual,maruti,swift,1,440159,FALSE,FALSE,Yes,No,2,4
5921,maruti wagon r 1.0,2012,petrol & cng,138755,246778,hatchback,manual,maruti,wagon r 1.0,1,297632,FALSE,FALSE,No,No,5,3
5922,hyundai i10,2013,petrol & cng,158876,279070,hatchback,manual,hyundai,i10,1,322817,FALSE,FALSE,No,No,3,5
5923,hyundai creta,2015,diesel,127849,824983,suv,automatic,hyundai,creta,1,996254,FALSE,FALSE,No,No,1,4
5924,toyota etios liva,2011,petrol & cng,189615,191765,hatchback,manual,toyota,etios liva,1,195346,FALSE,FALSE,Yes,Yes,0,3
5925,maruti ertiga,2018,diesel,86650,786918,suv,manual,maruti,ertiga,1,965564,FALSE,FALSE,Yes,No,3,5
5926,nissan terrano,2014,diesel,109780,437942,suv,manual,nissan,terrano,1,517252,FALSE,FALSE,No,No,0,4
5927,maruti ritz,2014,petrol & cng,174194,264227,hatchback,manual,maruti,ritz,2,268501,FALSE,FALSE,Yes,Yes,4,3
5928,hyundai i10,2012,petrol & cng,209326,243778,hatchback,manual,hyundai,i10,1,247723,FALSE,FALSE,No,No,0,2
5929,maruti wagon r 1.0,2013,petrol,112242,323212,hatchback,manual,maruti,wagon r 1.0,1,335754,FALSE,FALSE,Yes,No,4,4
5930,hyundai i10,2013,petrol & cng,178433,275615,hatchback,manual,hyundai,i10,1,299852,FALSE,FALSE,Yes,Yes,4,5
5931,toyota innova,2013,diesel,280817,683097,suv,manual,toyota,innova,2,850901,FALSE,FALSE,Yes,Yes,0,4
5932,hyundai grand i10,2017,petrol,28789,432635,hatchback,manual,hyundai,grand i10,1,492916,TRUE,FALSE,Yes,Yes,2,1
5933,maruti swift,2020,petrol,4202,615464,hatchback,automatic,maruti,swift,1,762511,TRUE,FALSE,Yes,Yes,5,2
5934,maruti eeco,2020,petrol & cng,15127,462772,suv,manual,maruti,eeco,1,560671,TRUE,FALSE,Yes,No,5,2
5935,maruti alto k10,2010,petrol,23616,176334,hatchback,manual,maruti,alto k10,1,204865,TRUE,FALSE,No,No,3,4
5936,mahindra tuv300,2015,diesel,33538,590638,suv,automatic,mahindra,tuv300,2,699611,TRUE,FALSE,No,No,3,4
5937,honda jazz,2018,petrol,26383,666923,hatchback,automatic,honda,jazz,1,817896,TRUE,FALSE,No,No,0,3
5938,hyundai eon,2013,petrol,30210,266068,hatchback,manual,hyundai,eon,1,266168,TRUE,FALSE,No,No,0,5
5939,maruti eeco,2018,petrol & cng,37167,368696,suv,manual,maruti,eeco,1,429678,TRUE,FALSE,No,Yes,0,2
5940,renault kwid,2019,petrol & cng,30199,360799,hatchback,manual,renault,kwid,1,439873,TRUE,FALSE,Yes,Yes,5,5
5941,volkswagen polo,2015,petrol,87060,494591,hatchback,automatic,volkswagen,polo,1,552842,TRUE,FALSE,Yes,No,0,1
5942,hyundai i20,2014,petrol,87944,390627,hatchback,manual,hyundai,i20,1,440482,TRUE,FALSE,Yes,Yes,3,5
5943,maruti swift,2015,petrol & cng,84118,431936,hatchback,manual,maruti,swift,1,512304,TRUE,FALSE,Yes,Yes,4,5
5944,maruti swift dzire,2013,petrol,91134,351725,sedan,manual,maruti,swift dzire,1,413757,TRUE,FALSE,Yes,Yes,1,2
5945,maruti ciaz,2017,diesel,97565,542097,sedan,manual,maruti,ciaz,1,661885,TRUE,FALSE,Yes,Yes,2,2
5946,maruti wagon r 1.0,2012,petrol,21842,255000,hatchback,manual,maruti,wagon r 1.0,2,,FALSE,FALSE,No,Yes,2,3
5947,volkswagen vento,2011,diesel,62428,248490,sedan,manual,volkswagen,vento,1,,FALSE,FALSE,Yes,No,1,3
5948,maruti swift,2012,diesel,82287,310400,hatchback,manual,maruti,swift,1,,FALSE,FALSE,Yes,Yes,5,2
5949,hyundai creta,2016,diesel,91754,1070611,suv,manual,hyundai,creta,1,,FALSE,FALSE,No,No,4,2
5950,nissan evalia,2012,diesel,138527,257500,suv,manual,nissan,evalia,2,,FALSE,FALSE,No,No,2,1
5951,maruti eeco,2019,petrol & cng,10485,407189,suv,manual,maruti,eeco,1,497885,TRUE,TRUE,Yes,Yes,4,4
5952,volkswagen polo,2013,petrol,35973,298756,hatchback,manual,volkswagen,polo,2,359521,TRUE,FALSE,No,Yes,4,2
5953,hyundai i10,2011,petrol,44783,256049,hatchback,manual,hyundai,i10,1,319145,FALSE,FALSE,No,No,3,4
5954,honda city,2012,petrol,64996,341031,sedan,,honda,city,2,,TRUE,FALSE,Yes,Yes,2,2
5955,datsun redi go,2017,petrol,23201,244211,hatchback,,datsun,redi go,1,,TRUE,FALSE,No,No,1,2
5956,ford freestyle,2019,petrol,8307,501269,,,ford,freestyle,1,627625,TRUE,FALSE,Yes,Yes,0,3
5957,hyundai elite i20,2014,petrol,55995,431968,hatchback,manual,hyundai,elite i20,1,538476,TRUE,FALSE,No,Yes,4,3
5958,maruti omni e,2017,petrol & cng,30140,205895,,,maruti,omni e,1,257575,TRUE,FALSE,No,No,0,3
5959,hyundai i10,2013,petrol & cng,47894,273051,hatchback,manual,hyundai,i10,1,323772,FALSE,FALSE,Yes,No,4,4
5960,hyundai santro xing,2012,petrol,60614,271793,hatchback,manual,hyundai,santro xing,1,281016,TRUE,FALSE,Yes,No,1,1
5961,maruti swift,2018,petrol,51069,496942,hatchback,manual,maruti,swift,1,632984,TRUE,FALSE,No,Yes,4,3
5962,renault duster,2014,petrol,83050,382470,suv,manual,renault,duster,1,486273,TRUE,FALSE,Yes,No,0,2
5963,maruti ritz,2010,petrol,105854,164901,hatchback,manual,maruti,ritz,1,209073,TRUE,FALSE,Yes,No,5,3
5964,hyundai eon,2013,petrol,114184,196654,hatchback,manual,hyundai,eon,1,247734,TRUE,FALSE,Yes,No,5,2
5965,hyundai creta,2016,diesel,20036,912960,suv,,hyundai,creta,1,,FALSE,FALSE,Yes,Yes,5,1
5966,hyundai elite i20,2018,petrol,46689,587500,hatchback,manual,hyundai,elite i20,1,,FALSE,TRUE,Yes,Yes,2,2
5967,honda city,2015,petrol,39875,758160,sedan,automatic,honda,city,2,,FALSE,TRUE,No,No,0,4
5968,maruti dzire,2019,diesel,24174,717750,sedan,manual,maruti,dzire,1,,FALSE,TRUE,Yes,No,1,3
5969,hyundai verna,2018,diesel,55150,948300,sedan,manual,hyundai,verna,1,,FALSE,FALSE,No,No,4,5
5970,ford fiesta,2010,diesel,95844,185500,sedan,manual,ford,fiesta,2,,FALSE,FALSE,No,No,2,4
5971,audi a4,2018,diesel,20379,3672000,luxury sedan,automatic,audi,a4,1,,FALSE,FALSE,No,No,1,1
5972,volvo s60,2015,diesel,110294,1854000,luxury sedan,automatic,volvo,s60,1,,FALSE,FALSE,No,Yes,4,4
5973,renault scala,2012,diesel,41682,436000,sedan,manual,renault,scala,1,,FALSE,FALSE,No,No,5,4
5974,maruti swift dzire,2013,diesel,200944,247500,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,No,Yes,0,4
5975,volkswagen vento,2015,petrol,62397,445500,,,volkswagen,vento,1,,FALSE,FALSE,Yes,No,3,1
5976,volkswagen vento,2014,diesel,81328,508800,sedan,manual,volkswagen,vento,2,,FALSE,FALSE,No,No,4,2
5977,volvo xc 60,2012,diesel,99307,990000,,,volvo,xc60,2,,FALSE,FALSE,No,Yes,0,4
5978,maruti ciaz,2017,petrol,20142,834600,sedan,manual,maruti,ciaz,1,,FALSE,FALSE,No,No,4,3
5979,maruti omni e,2011,petrol & cng,24242,133900,,,maruti,omni e,1,,FALSE,FALSE,No,Yes,4,4
5980,maruti ciaz,2016,diesel,64851,810000,sedan,manual,maruti,ciaz,1,,FALSE,FALSE,No,Yes,3,2
5981,mahindra xuv500,2016,diesel,109725,824000,suv,manual,mahindra,xuv500,1,,FALSE,FALSE,Yes,No,3,5
5982,hyundai i20,2012,diesel,106922,327000,hatchback,manual,hyundai,i20,3,,FALSE,FALSE,No,No,4,5
5983,tata indigo cs,2009,diesel,166740,57600,sedan,manual,tata,indigo cs,3,,FALSE,FALSE,No,Yes,0,1
5984,toyota innova,2013,diesel,186404,754000,suv,manual,toyota,innova,2,,FALSE,FALSE,No,No,2,2
5985,ford fiesta,2007,diesel,153835,84800,sedan,manual,ford,fiesta,2,,FALSE,FALSE,No,No,1,5
5986,hyundai grand i10,2016,petrol,20970,432000,hatchback,manual,hyundai,grand i10,1,,FALSE,TRUE,Yes,No,0,1
5987,hyundai i20,2012,diesel,108481,257600,hatchback,manual,hyundai,i20,1,,FALSE,TRUE,Yes,Yes,1,1
5988,maruti alto 800,2017,petrol,48410,273000,,,maruti,alto 800,1,,FALSE,TRUE,Yes,No,5,5
5989,maruti swift,2013,diesel,94181,403300,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,No,4,5
5990,hyundai i20,2010,petrol,77357,259200,hatchback,manual,hyundai,i20,2,,FALSE,TRUE,Yes,Yes,2,4
5991,chevrolet enjoy,2014,diesel,75179,318500,suv,manual,chevrolet,enjoy,1,,FALSE,FALSE,Yes,Yes,3,5
5992,volkswagen polo,2012,diesel,84243,400000,hatchback,manual,volkswagen,polo,2,,FALSE,FALSE,No,Yes,2,3
5993,hyundai verna,2014,petrol,92690,600000,sedan,manual,hyundai,verna,1,,FALSE,TRUE,Yes,No,0,5
5994,tata indica v2,2008,diesel,89663,63050,hatchback,manual,tata,indica v2,4,,FALSE,FALSE,No,Yes,0,2
5995,toyota corolla,2004,petrol,111479,99189,sedan,manual,toyota,corolla,2,,FALSE,FALSE,No,Yes,5,3
5996,skoda rapid,2011,diesel,165873,267650,sedan,manual,skoda,rapid,1,,FALSE,FALSE,Yes,No,2,4
5997,ford fiesta,2006,diesel,152861,75750,sedan,manual,ford,fiesta,4,,FALSE,FALSE,Yes,No,2,4
5998,renault fluence,2011,diesel,74781,231750,sedan,manual,renault,fluence,2,,FALSE,FALSE,No,No,1,2
5999,ford ecosport,2014,diesel,73708,477225,suv,manual,ford,ecosport,1,,FALSE,FALSE,No,Yes,2,4
6000,chevrolet spark,2009,petrol,70996,61740,hatchback,manual,chevrolet,spark,2,,FALSE,FALSE,Yes,No,1,2
6001,maruti vitara brezza,2017,diesel,8689,841500,suv,manual,maruti,vitara brezza,1,,FALSE,FALSE,Yes,No,3,1
6002,tata indica v2,2006,diesel,66909,25110,hatchback,manual,tata,indica v2,2,,FALSE,FALSE,Yes,Yes,1,2
6003,bmw x1,2013,diesel,145872,1247400,luxury suv,automatic,bmw,x1,1,,FALSE,FALSE,Yes,Yes,4,5
6004,maruti wagon r 1.0,2011,petrol & cng,67929,218160,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,Yes,No,5,1
6005,honda amaze,2014,diesel,131181,315000,sedan,manual,honda,amaze,3,,FALSE,FALSE,No,No,4,1
6006,maruti wagon r 1.0,2014,petrol & cng,95432,275400,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,No,No,0,2
6007,renault duster,2012,diesel,89518,390600,suv,manual,renault,duster,1,,FALSE,FALSE,Yes,Yes,1,2
6008,hyundai i10,2013,petrol,55485,291000,hatchback,automatic,hyundai,i10,1,,FALSE,FALSE,Yes,Yes,3,4
6009,volkswagen polo,2011,diesel,60503,227250,hatchback,manual,volkswagen,polo,2,,FALSE,FALSE,No,No,0,1
6010,toyota innova,2009,diesel,311463,350000,suv,manual,toyota,innova,4,,FALSE,FALSE,No,Yes,2,3
6011,maruti alto,2006,petrol & cng,58542,89250,hatchback,manual,maruti,alto,2,,FALSE,FALSE,Yes,No,5,5
6012,maruti ritz,2011,diesel,89043,218500,hatchback,manual,maruti,ritz,2,,FALSE,FALSE,Yes,Yes,4,1
6013,hyundai grand i10,2017,petrol,17233,454638,hatchback,,hyundai,grand i10,1,568486,FALSE,FALSE,No,Yes,0,2
6014,maruti swift,2014,diesel,40689,376397,hatchback,manual,maruti,swift,1,442396,FALSE,FALSE,No,Yes,1,3
6015,maruti alto k10,2016,petrol,35786,266535,hatchback,manual,maruti,alto k10,4,338394,FALSE,FALSE,No,No,5,2
6016,maruti alto 800,2016,petrol,26532,244217,hatchback,manual,maruti,alto 800,1,295658,FALSE,FALSE,Yes,Yes,1,2
6017,renault kwid,2016,petrol,49295,219813,hatchback,manual,renault,kwid,2,228613,FALSE,FALSE,No,Yes,0,3
6018,maruti swift,2013,diesel,56600,343332,hatchback,manual,maruti,swift,1,352132,FALSE,FALSE,No,No,4,2
6019,datsun redi go,2018,petrol,57435,228040,hatchback,manual,datsun,redi go,1,308016,FALSE,FALSE,No,No,1,2
6020,maruti swift,2014,petrol,55540,400728,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,No,5,5
6021,maruti wagon r 1.0,2017,petrol,50045,359006,hatchback,manual,maruti,wagon r 1.0,1,427217,FALSE,FALSE,No,No,1,3
6022,maruti swift,2013,petrol,50897,352599,hatchback,manual,maruti,swift,1,,FALSE,FALSE,Yes,No,4,1
6023,maruti alto,2009,petrol,57864,140899,hatchback,manual,maruti,alto,1,195260,FALSE,FALSE,Yes,No,0,5
6024,tata tiago,2017,diesel,87473,352415,hatchback,manual,tata,tiago,1,,FALSE,FALSE,Yes,No,0,1
6025,toyota etios liva,2015,diesel,64927,411055,hatchback,manual,toyota,etios liva,1,472700,FALSE,FALSE,Yes,Yes,0,2
6026,maruti ciaz,2016,petrol,52602,605638,sedan,manual,maruti,ciaz,1,733182,FALSE,FALSE,No,Yes,4,4
6027,hyundai i10,2008,petrol,66404,181697,hatchback,manual,hyundai,i10,1,189197,FALSE,FALSE,No,Yes,4,2
6028,volkswagen polo,2013,petrol,48211,342505,hatchback,manual,volkswagen,polo,1,348905,FALSE,FALSE,No,No,3,4
6029,maruti swift,2012,diesel,73900,320584,hatchback,manual,maruti,swift,1,372617,FALSE,FALSE,No,Yes,0,2
6030,honda city,2009,petrol,64498,228194,sedan,manual,honda,city,3,,FALSE,FALSE,No,Yes,0,4
6031,hyundai elite i20,2015,diesel,52659,448567,hatchback,manual,hyundai,elite i20,2,509423,FALSE,FALSE,Yes,Yes,0,4
6032,maruti baleno,2019,petrol,9823,745210,hatchback,automatic,maruti,baleno,1,922534,FALSE,FALSE,No,No,0,2
6033,maruti swift dzire,2014,diesel,76425,397604,sedan,manual,maruti,swift dzire,1,485562,FALSE,FALSE,No,No,4,2
6034,honda city,2014,diesel,70139,465696,sedan,manual,honda,city,2,559767,FALSE,FALSE,Yes,Yes,4,3
6035,hyundai creta,2015,diesel,60226,834256,suv,automatic,hyundai,creta,1,1003315,FALSE,FALSE,No,Yes,3,4
6036,hyundai i20,2013,diesel,84346,373228,hatchback,manual,hyundai,i20,1,446088,FALSE,FALSE,No,No,5,5
6037,hyundai grand i10,2016,petrol,69203,406294,hatchback,manual,hyundai,grand i10,2,500167,FALSE,FALSE,No,No,4,4
6038,hyundai i10,2010,petrol,67372,204878,hatchback,manual,hyundai,i10,1,229846,FALSE,FALSE,Yes,Yes,0,3
6039,maruti wagon r 1.0,2011,petrol & cng,85316,257565,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,No,No,4,5
6040,maruti baleno,2016,diesel,69278,498014,hatchback,manual,maruti,baleno,1,593295,FALSE,FALSE,Yes,Yes,1,2
6041,maruti swift,2012,diesel,95400,294527,hatchback,manual,maruti,swift,2,343408,FALSE,FALSE,Yes,Yes,4,2
6042,maruti swift,2015,diesel,114204,358123,hatchback,manual,maruti,swift,1,429975,FALSE,FALSE,Yes,Yes,5,2
6043,hyundai elite i20,2015,diesel,69785,509734,hatchback,manual,hyundai,elite i20,2,603258,FALSE,FALSE,Yes,Yes,4,3
6044,maruti vitara brezza,2016,diesel,95231,744076,suv,manual,maruti,vitara brezza,1,871686,FALSE,FALSE,No,No,4,3
6045,maruti swift,2012,diesel,96637,304094,hatchback,manual,maruti,swift,2,391069,FALSE,FALSE,No,No,2,2
6046,honda city,2010,petrol,113004,325035,sedan,manual,honda,city,1,,FALSE,FALSE,Yes,Yes,0,2
6047,hyundai grand i10,2013,petrol,127420,314411,hatchback,manual,hyundai,grand i10,1,318511,FALSE,FALSE,Yes,No,5,1
6048,honda crv,2014,petrol,115886,943804,luxury suv,,honda,crv,3,1000041,FALSE,FALSE,No,No,0,2
6049,maruti vitara brezza,2016,diesel,146339,580040,suv,manual,maruti,vitara brezza,1,675125,FALSE,FALSE,Yes,Yes,5,4
6050,maruti baleno,2019,petrol,13156,572159,hatchback,manual,maruti,baleno,1,595559,FALSE,FALSE,Yes,Yes,3,3
6051,maruti alto 800,2013,petrol,35998,246994,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,No,No,5,3
6052,maruti swift,2012,diesel,47140,345503,hatchback,manual,maruti,swift,1,,FALSE,FALSE,Yes,Yes,5,1
6053,maruti alto,2009,petrol,55752,139213,hatchback,manual,maruti,alto,1,168369,FALSE,FALSE,Yes,Yes,1,3
6054,hyundai i10,2010,petrol,81321,225737,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,No,No,5,4
6055,maruti wagon r 1.0,2017,petrol & cng,92544,317577,hatchback,manual,maruti,wagon r 1.0,2,,FALSE,FALSE,Yes,Yes,3,4
6056,hyundai creta,2018,diesel,44510,1336546,suv,,hyundai,creta,1,1463175,FALSE,FALSE,No,No,3,2
6057,maruti dzire,2017,diesel,60278,630394,sedan,manual,maruti,dzire,1,,FALSE,FALSE,No,No,3,5
6058,mahindra xuv500,2012,diesel,90241,431968,luxury suv,manual,mahindra,xuv500,1,544201,FALSE,FALSE,Yes,No,5,5
6059,maruti celerio,2016,petrol & cng,129497,384416,hatchback,manual,maruti,celerio,1,443004,FALSE,FALSE,No,Yes,0,4
6060,maruti ciaz,2015,diesel,161213,481646,sedan,manual,maruti,ciaz,1,,FALSE,FALSE,Yes,Yes,2,1
6061,maruti celerio,2017,petrol,19584,337154,hatchback,manual,maruti,celerio,1,337497,TRUE,FALSE,Yes,Yes,0,5
6062,maruti swift,2018,petrol,23224,466921,hatchback,manual,maruti,swift,1,478492,TRUE,FALSE,No,Yes,5,1
6063,maruti swift,2016,diesel,35253,467160,hatchback,manual,maruti,swift,1,566947,TRUE,FALSE,No,No,5,2
6064,toyota etios,2011,petrol,30101,272472,sedan,manual,toyota,etios,1,,TRUE,FALSE,Yes,No,0,2
6065,maruti new  wagon-r,2019,petrol & cng,14890,490006,,,maruti,new  wagon-r,1,640883,TRUE,FALSE,No,Yes,3,4
6066,renault kwid,2019,petrol,32015,355003,hatchback,manual,renault,kwid,1,366003,TRUE,FALSE,No,No,4,1
6067,maruti ignis,2017,petrol,37687,378335,hatchback,manual,maruti,ignis,1,468367,TRUE,FALSE,Yes,Yes,5,1
6068,toyota innova,2013,diesel,46674,701612,suv,manual,toyota,innova,1,834353,TRUE,FALSE,No,No,2,4
6069,honda jazz,2011,petrol,58348,280070,hatchback,manual,honda,jazz,1,,TRUE,FALSE,No,Yes,4,5
6070,hyundai creta,2018,diesel,15451,1392587,suv,,hyundai,creta,2,1693891,TRUE,FALSE,No,No,4,3
6071,maruti vitara brezza,2019,diesel,22386,802738,suv,manual,maruti,vitara brezza,1,851086,TRUE,FALSE,Yes,No,5,2
6072,hyundai i20,2010,petrol,82874,182923,hatchback,manual,hyundai,i20,2,188336,TRUE,FALSE,Yes,Yes,0,4
6073,mahindra thar,2019,diesel,5503,930278,suv,manual,mahindra,thar,1,970729,TRUE,FALSE,No,No,3,1
